uranium-243,uranium 243,uranium,uranium,92,151,62360,300,1,7518,1,1,243.066946,0.000322,1
neptunium-245,neptunium 245,neptunium,neptunium,93,152,65890,300,1,7505,1,1,245.070736,0.000322,1
nobelium-248,nobélium 248,nobelium,nobélium,102,146,80621,224,1,7424,1,1,248.08655,0.000241,1
nobelium-249,nobélium 249,nobelium,nobélium,102,147,81782,279,1,7422,1,1,249.087797,0.0003,1
lawrencium-251,lawrencium 251,lawrencium,lawrencium,103,148,87728,298,1,7401,1,1,251.09418,0.00032,1
mendelevium-261,mendélévium 261,mendelevium,mendélévium,101,160,98578,509,1,7391,2,1,261.105828,0.000546,1
mendelevium-262,mendélévium 262,mendelevium,mendélévium,101,161,101627,500,1,7382,2,1,262.109101,0.000537,1
nobelium-263,nobélium 263,nobelium,nobélium,102,161,103129,490,1,7376,2,1,263.110714,0.000526,1
nobelium-264,nobélium 264,nobelium,nobélium,102,162,105011,591,1,7371,2,1,264.112734,0.000634,1
meitnerium-265,meitnérium 265,meitnerium,meitnérium,109,156,126678,451,1,7271,2,1,265.135995,0.000484,1
darmstadtium-268,darmstadtium 268,darmstadtium,darmstadtium,110,158,133648,301,1,7252,1,1,268.143477,0.000324,1
seaborgium-272,seaborgium 272,seaborgium,seaborgium,106,166,126580,727,1,7301,3,1,272.13589,0.000781,1
darmstadtium-272,darmstadtium 272,darmstadtium,darmstadtium,110,162,136015,413,1,7255,2,1,272.146018,0.000443,1
seaborgium-273,seaborgium 273,seaborgium,seaborgium,106,167,130018,503,1,7291,2,1,273.13958,0.00054,1
roentgenium-273,roentgenium 273,roentgenium,roentgenium,111,162,142695,526,1,7231,2,1,273.153189,0.000565,1
darmstadtium-274,darmstadtium 274,darmstadtium,darmstadtium,110,164,139197,389,1,7249,1,1,274.149434,0.000418,1
bohrium-275,bohrium 275,bohrium,bohrium,107,168,135691,596,1,7273,2,1,275.14567,0.00064,1
darmstadtium-275,darmstadtium 275,darmstadtium,darmstadtium,110,165,141565,410,1,7244,1,1,275.151976,0.000441,1
roentgenium-275,roentgenium 275,roentgenium,roentgenium,111,164,145296,519,1,7227,2,1,275.155981,0.000557,1
darmstadtium-276,darmstadtium 276,darmstadtium,darmstadtium,110,166,142541,548,1,7243,2,1,276.153024,0.000588,1
roentgenium-276,roentgenium 276,roentgenium,roentgenium,111,165,147486,629,1,7222,2,1,276.158333,0.000675,1
copernicium-276,copernicium 276,copernicium,copernicium,112,164,150352,596,1,7209,2,1,276.16141,0.00064,1
roentgenium-277,roentgenium 277,roentgenium,roentgenium,111,166,148338,520,1,7222,2,1,277.159247,0.000558,1
darmstadtium-278,darmstadtium 278,darmstadtium,darmstadtium,110,168,146381,625,1,7235,2,1,278.157146,0.000671,1
copernicium-278,copernicium 278,copernicium,copernicium,112,166,152932,438,1,7206,2,1,278.164179,0.00047,1
meitnerium-279,meitnérium 279,meitnerium,meitnérium,109,170,147496,667,1,7237,2,1,279.158343,0.000716,1
copernicium-279,copernicium 279,copernicium,copernicium,112,167,155030,456,1,7202,2,1,279.166432,0.00049,1
nihonium-279,nihonium 279,nihonium,nihonium,113,166,159239,699,1,7184,3,1,279.17095,0.00075,1
darmstadtium-280,darmstadtium 280,darmstadtium,darmstadtium,110,170,150520,780,1,7226,3,1,280.16159,0.000838,1
copernicium-280,copernicium 280,copernicium,copernicium,112,168,155696,583,1,7202,2,1,280.167147,0.000626,1
nihonium-280,nihonium 280,nihonium,nihonium,113,167,161140,400,1,7180,1,1,280.172991,0.000429,1
nihonium-281,nihonium 281,nihonium,nihonium,113,168,161810,300,1,7181,1,1,281.17371,0.000322,1
